Tevin,Tevout,Psuc,Pdes,Vazao,DeltaP,Cap,Pot,Deltad,COP
4.97,0.90,3.18,11.93,173.70,8.80,7.40,85.94,-0.41,9.49
5.12,0.65,3.44,11.97,171.92,8.70,1.45,68.50,-0.23,12.93
5.05,-0.33,3.59,11.66,173.15,8.30,4.46,73.00,0.16,14.72
4.83,-1.14,2.89,11.96,173.00,8.40,30.38,165.38,-0.11,7.20
4.73,-0.95,2.28,12.26,172.28,9.70,70.81,308.36,-0.26,3.66
4.73,-0.31,2.25,12.25,173.12,10.20,67.54,306.53,-0.26,3.28
4.78,0.35,2.50,12.15,172.92,9.80,46.40,234.54,-0.19,3.77
4.91,1.03,2.80,12.10,171.65,9.50,26.24,157.10,-0.11,4.89
5.05,1.39,3.01,11.98,174.26,9.10,16.80,103.64,-0.01,7.10
5.22,1.64,3.20,12.02,173.21,8.80,10.07,91.17,-0.04,7.83
5.44,1.43,3.51,12.27,172.65,8.80,3.27,74.82,-0.27,10.64
5.40,0.47,3.80,12.07,174.48,8.60,0.63,64.58,0.00,15.36
4.77,-0.94,3.43,11.93,159.24,8.00,15.63,106.02,0.22,9.90
4.53,-1.04,2.37,12.31,161.92,9.30,61.78,279.43,0.01,3.72
4.63,0.14,2.11,12.44,154.82,10.40,89.15,322.43,0.02,2.49
4.78,1.29,2.63,12.46,159.37,10.00,50.68,236.10,-0.07,2.71
5.01,1.60,5.01,8.66,161.38,9.50,5.30,78.90,0.05,8.04
5.25,1.16,5.05,9.54,155.39,0.70,0.07,6.84,-0.10,107.14
4.77,-0.24,3.83,11.86,160.19,8.20,1.74,66.28,0.18,13.97
4.16,-1.49,3.07,11.94,161.34,8.20,20.47,124.00,0.32,8.47
4.09,-1.04,2.06,12.32,154.89,9.70,71.70,305.64,0.20,2.99
4.24,0.12,2.27,12.40,160.60,10.40,75.17,285.46,0.14,2.67
4.46,1.01,3.10,11.74,159.93,9.90,24.92,192.06,0.27,3.31
4.72,1.05,5.71,6.87,156.14,0.70,0,2.82,0.37,234.56
4.89,0.53,4.02,11.54,167.73,3.80,0.24,37.58,0.41,22.44
4.41,-0.89,3.61,11.81,173.04,8.10,7.90,81.47,0.69,12.97
4.11,-1.35,2.50,12.15,172.34,8.70,43.42,213.96,0.38,5.07
4.15,-0.54,2.05,12.46,171.17,10.30,86.08,333.22,0.06,2.78
4.32,0.50,2.46,12.49,172.84,10.30,59.10,256.70,-0.02,2.96
4.52,0.92,4.24,9.40,172.73,9.80,9.77,112.72,0.22,6.35
4.71,0.69,5.08,8.58,171.28,0.30,0,0,0.05,
4.72,-0.06,3.55,12.01,173.14,8.70,0.91,62.12,0.19,15.36
4.36,-1.12,3.21,11.93,172.35,8.40,15.54,104.37,0.41,10.43
4.23,-1.12,2.34,12.31,171.58,9.50,60.56,277.82,0.09,3.81
4.35,-0.22,2.14,12.48,172.75,10.40,86.69,319.35,0.02,2.85
4.52,0.71,2.58,12.52,172.04,10.00,46.82,240.06,0.01,3.15
4.70,0.94,4.74,7.92,171.80,9.80,3.70,60.20,0.26,12.37
4.85,0.51,4.42,9.99,173.14,1.50,0.14,13.59,0.22,63.81
4.75,-0.37,3.50,12.00,171.85,8.70,2.76,70.29,0.18,14.43
4.47,-1.24,2.98,12.02,171.65,8.40,24.70,140.66,0.19,8.04
4.39,-0.99,2.22,12.38,172.75,9.70,70.16,305.36,0.04,3.51
4.47,-0.13,2.25,12.47,171.08,10.20,86.33,320.10,0.03,2.83
4.61,0.70,2.65,12.45,172.83,10.00,43.40,230.30,-0.17,3.39
4.80,0.81,5.02,7.64,172.69,9.90,2.33,52.20,0.08,15.19
4.95,0.46,4.39,10.17,173.48,1.70,0.14,16.10,0.02,55.81
4.91,-0.34,3.52,11.89,172.74,8.60,2.90,70.90,0.25,14.75
4.70,-1.22,2.98,11.94,172.75,8.40,25.39,143.18,0.24,8.24
4.64,-1.06,2.26,12.36,173.69,9.70,73.24,311.68,-0.12,3.66
4.74,-0.16,2.23,12.36,172.31,10.40,85.01,316.13,-0.18,3.08
4.89,0.60,2.68,12.33,172.41,9.80,40.07,226.74,-0.09,3.76
5.08,0.60,4.95,7.37,173.50,9.50,1.44,39.26,0.03,22.85
5.25,0.17,4.04,10.66,173.25,2.30,0.14,21.22,0.10,47.84
5.32,-0.57,3.39,12.18,172.85,8.90,3.65,74.00,0.05,15.87
5.32,-1.13,2.89,12.23,173.18,8.80,28.54,161.32,0.05,7.98
5.34,-1.14,2.52,12.30,173.03,9.60,54.69,265.12,0.06,4.88
5.41,-0.79,2.48,12.40,166.03,10.00,55.03,269.54,-0.15,4.41
5.35,-0.95,2.75,12.25,204.45,9.60,48.03,244.24,-0.04,6.08
5.29,-1.09,2.63,12.20,173.36,9.50,47.90,240.26,-0.05,5.31
5.26,-1.04,2.58,12.13,172.83,9.60,47.69,238.44,0.00,5.26
5.23,-1.10,2.65,12.22,174.49,9.30,47.36,240.10,-0.11,5.30
5.19,-1.15,2.69,12.38,172.75,9.80,46.99,241.18,-0.32,5.24
5.18,-1.18,2.58,12.24,172.57,9.80,49.93,249.26,-0.06,5.08
5.17,-1.10,2.59,12.14,174.07,9.60,52.05,254.02,0.03,4.96
5.15,-1.03,2.52,12.23,172.93,9.60,54.60,263.16,-0.01,4.68
5.09,-1.05,2.67,12.33,172.67,9.60,55.13,269.28,-0.12,4.54
5.00,-1.02,2.53,12.37,174.20,9.80,57.74,276.84,-0.14,4.37
4.93,-0.90,2.52,12.34,173.81,9.70,63.24,291.04,-0.06,4.01
4.82,-0.63,2.48,12.44,185.37,10.00,62.54,293.69,-0.13,3.96
4.65,-0.75,2.74,12.38,220.31,9.90,53.88,264.64,-0.13,5.19
4.49,-0.99,2.65,12.29,218.12,9.50,56.71,270.72,-0.03,5.09
4.41,-0.60,2.20,12.40,181.88,10.00,87.83,336.16,-0.15,3.12
4.44,0.24,2.40,12.34,173.78,10.30,74.74,281.94,-0.04,2.99
4.52,0.89,3.03,11.57,172.62,9.70,24.70,184.16,0.04,3.92
4.68,0.78,5.07,6.93,173.86,2.30,0,2.38,0.06,328.20
4.81,0.34,3.65,11.82,174.13,4.90,0.31,41.54,-0.10,21.57
4.70,-0.63,3.50,12.08,173.64,8.60,8.31,83.58,0.03,12.77
4.45,-1.15,2.68,12.27,173.10,8.80,40.32,209.14,0.01,5.34
4.31,-0.80,2.28,12.37,173.96,10.00,78.07,320.06,0.00,3.20
4.36,0.14,2.28,12.29,173.16,10.30,81.01,303.66,-0.10,2.77
4.49,0.95,2.81,12.15,174.01,9.70,33.32,213.80,-0.22,3.32
4.64,0.89,5.52,6.86,173.87,5.70,0.06,16.22,-0.07,46.29
4.74,0.42,4.07,11.14,173.67,2.90,0.27,27.96,-0.04,30.89
4.53,-0.59,3.55,12.03,173.28,8.60,5.42,77.82,0.25,13.15
4.21,-1.34,2.79,12.12,173.09,8.70,33.99,178.62,0.24,6.20
4.12,-0.91,2.14,12.39,173.33,9.90,80.21,327.60,0.08,3.07
4.18,-0.06,2.33,12.40,173.40,10.30,73.50,288.53,0.01,2.94
4.32,0.54,3.10,11.37,173.49,9.90,23.13,186.96,-0.06,4.03
4.49,0.42,4.93,7.04,173.21,1.30,0,1.73,0.11,471.32
4.57,-0.15,3.55,11.88,172.29,5.50,0.30,43.45,-0.02,21.58
4.48,-1.00,3.22,12.03,173.26,8.60,9.62,85.26,0.18,12.84
4.34,-1.30,2.63,12.22,173.45,9.10,41.59,216.66,0.15,5.20
4.29,-0.99,2.27,12.35,172.77,10.00,67.76,307.50,0.12,3.42
4.36,-0.31,2.32,12.30,173.55,10.10,50.53,251.44,0.06,3.72
4.50,0.29,2.64,12.36,173.17,9.80,29.55,175.58,-0.03,4.79
4.65,0.64,2.91,12.12,172.28,9.40,18.14,108.19,0.14,7.36
4.80,0.80,3.09,12.26,173.79,9.20,11.30,95.06,0.02,8.43
4.95,0.69,3.31,12.11,173.98,8.80,4.61,78.44,0.20,10.88
5.02,0.21,3.45,12.28,174.25,8.80,0.61,67.64,-0.03,14.29
4.84,-0.81,3.34,12.17,173.82,8.70,12.98,99.70,0.14,11.36
4.64,-1.24,2.61,12.25,173.53,9.40,47.74,238.76,0.15,4.93
4.58,-0.86,2.25,12.39,173.39,9.90,75.02,329.86,0.09,3.30
4.60,-0.15,2.34,12.40,173.40,10.20,59.66,283.66,-0.01,3.35
4.62,0.42,2.60,12.40,173.52,10.00,38.76,210.96,-0.07,3.98
4.66,0.73,2.97,12.16,173.31,9.60,21.58,129.04,0.09,6.08
4.72,0.81,3.06,12.28,173.57,9.30,14.39,101.06,-0.06,7.74
4.83,0.79,3.21,12.10,173.64,9.20,7.55,87.12,0.10,9.28
4.95,0.50,3.39,12.24,173.09,8.80,1.40,69.58,0.02,12.74
4.87,-0.35,3.50,12.13,173.78,8.80,4.14,74.72,0.17,14.00
4.63,-1.11,2.91,12.09,173.28,8.60,29.56,161.44,0.28,7.11
4.49,-0.98,2.35,12.42,174.03,9.60,69.11,306.68,0.09,3.58
4.48,-0.23,2.18,12.50,173.74,10.40,91.19,333.48,-0.07,2.83
4.51,0.67,2.58,12.55,173.77,10.00,57.43,255.10,-0.16,3.02
4.65,1.02,4.37,9.15,173.64,9.80,8.89,111.22,0.00,6.53
4.82,0.74,4.91,8.84,173.62,0.70,0.01,0,0.10,
4.85,-0.02,3.63,12.03,173.89,8.70,1.18,66.78,0.20,14.65
4.60,-1.10,3.24,11.98,173.07,8.30,17.58,116.39,0.27,9.78
4.40,-1.30,2.45,12.34,172.85,9.50,58.14,277.36,0.02,4.09
4.37,-0.71,2.18,12.32,173.82,10.10,67.37,307.76,0.09,3.31
4.44,-0.06,2.42,12.38,172.28,10.10,45.98,235.38,0.05,3.79
4.51,0.37,2.77,12.20,173.03,9.80,26.02,156.74,0.16,5.27
4.61,0.59,2.95,12.23,173.59,9.30,16.66,105.68,0.02,7.60
4.77,0.72,3.09,12.21,172.39,9.00,9.90,91.72,0.02,8.78
4.97,0.66,3.27,12.15,172.19,9.10,3.14,74.58,0.03,11.48
5.04,0.12,3.49,12.22,174.42,9.00,1.16,67.76,-0.09,14.58
4.83,-0.89,3.26,12.13,172.37,8.50,17.38,114.74,0.08,9.91
4.64,-1.01,2.49,12.30,171.94,9.70,57.98,274.08,0.02,4.09
4.61,-0.38,2.14,12.37,172.88,10.20,90.54,336.50,0.03,2.95
4.64,0.57,2.42,12.36,173.26,10.20,74.30,284.26,-0.03,2.86
4.74,1.14,3.18,11.68,174.00,9.80,23.80,191.90,-0.17,3.76
4.87,0.87,5.43,6.94,174.23,0.60,0,2.18,0.02,368.17
4.96,0.26,3.70,11.80,173.79,4.30,0.26,41.24,-0.14,22.81
4.81,-0.67,3.43,12.02,174.37,8.60,8.39,83.76,0.07,13.14
4.58,-1.25,2.74,12.16,173.82,8.90,40.74,208.34,0.12,5.61
4.45,-0.89,2.19,12.40,173.07,9.80,73.81,325.92,-0.11,3.27
4.44,-0.24,2.32,12.31,173.29,10.20,59.48,281.00,-0.07,3.32
4.47,0.43,2.56,12.37,173.64,9.90,38.23,209.06,-0.14,3.87
4.57,0.92,2.90,12.19,172.88,9.70,21.32,129.58,-0.05,5.61
4.70,1.23,3.01,12.22,173.14,9.30,14.18,100.26,-0.12,6.92
4.86,1.28,3.25,12.03,174.10,8.90,7.37,86.12,0.15,8.35
5.01,0.88,3.58,12.26,172.31,8.80,1.34,68.80,-0.02,11.92
4.78,-0.20,3.63,12.00,173.50,8.50,4.01,74.64,0.29,13.34
4.32,-1.17,2.98,12.03,174.50,8.30,29.11,159.80,0.21,6.92
4.21,-0.83,2.25,12.39,172.01,9.70,73.95,312.44,-0.10,3.20
4.29,0.23,2.26,12.31,172.81,10.40,83.56,307.52,-0.11,2.63
4.44,1.15,2.72,12.16,172.89,9.70,37.50,224.36,-0.07,2.93
4.65,1.21,5.51,7.10,172.76,8.60,0.78,28.34,-0.05,24.18
4.81,0.70,4.40,10.51,173.44,2.10,0.18,21.94,0.10,37.48
4.32,-0.65,3.68,11.53,173.49,8.00,4.34,71.49,0.39,13.90
3.90,-1.47,2.75,11.73,172.12,8.10,31.35,162.58,0.23,6.56
3.96,-0.76,2.03,12.07,172.66,9.80,80.29,320.16,-0.06,2.93
4.17,0.29,2.37,12.02,171.96,10.00,62.57,256.08,-0.09,3.00
4.39,0.90,3.70,9.59,172.01,9.40,13.13,127.06,0.06,5.45
4.63,0.76,4.94,7.68,172.41,0.30,0,0,-0.06,
4.68,0.07,3.59,11.58,172.90,7.90,0.47,53.90,0.13,17.04
4.31,-1.05,3.33,11.51,170.86,7.80,13.47,94.54,0.27,11.16
4.12,-1.16,2.36,12.06,173.04,9.20,54.65,257.84,-0.13,4.09
4.17,-0.30,2.15,12.19,172.55,10.00,87.94,330.30,-0.17,2.69
4.32,0.76,2.56,12.14,171.41,9.80,54.80,242.52,-0.18,2.90
4.50,1.10,4.42,8.72,173.03,9.20,7.66,97.02,0.09,6.99
4.67,0.75,4.88,8.88,172.86,0.50,0.04,2.61,-0.06,299.88
4.55,-0.19,3.65,11.72,173.18,8.40,1.17,64.82,0.09,14.61
4.12,-1.21,3.05,11.73,173.97,8.00,18.39,116.98,0.24,9.14
3.94,-1.16,2.36,12.21,172.79,9.40,62.72,283.54,-0.13,3.58
3.99,-0.23,2.17,12.29,171.58,10.10,87.33,330.90,-0.20,2.52
4.11,0.75,2.61,12.27,172.94,9.90,47.72,235.68,-0.18,2.84
4.26,0.92,4.92,8.03,172.72,9.00,4.13,70.22,0.01,9.47
4.42,0.51,4.72,9.47,172.02,0.80,0.06,10.16,0.05,76.41
4.09,-0.64,3.59,11.58,172.87,8.10,2.18,66.86,0.37,14.10
3.66,-1.61,2.95,11.74,172.64,8.10,23.51,133.20,0.32,7.88
3.61,-1.16,2.07,12.16,171.73,9.60,74.62,309.48,-0.09,3.05
3.75,-0.08,2.28,12.18,172.90,10.20,71.99,282.18,-0.14,2.70
3.94,0.64,3.22,11.07,171.49,9.70,21.22,172.66,-0.07,3.77
4.14,0.50,5.61,6.91,171.97,0,0,0.88,-0.08,819.99
4.11,-0.25,3.67,11.49,172.98,4.50,0.40,41.90,0.17,20.74
3.69,-1.32,3.30,11.60,171.79,8.10,9.02,82.26,0.30,12.06
3.48,-1.55,2.42,11.93,171.84,8.80,45.92,220.46,0.13,4.52
3.55,-0.65,2.10,12.16,172.81,9.90,85.16,322.74,-0.01,2.60
3.71,0.37,2.54,12.13,171.73,9.80,49.85,230.12,-0.04,2.87
3.85,0.55,4.60,8.04,171.97,10.00,5.01,75.52,-0.08,8.66
3.92,0.07,4.86,8.66,172.39,0.50,0.00,1.34,0.14,571.90
3.67,-0.85,3.38,11.62,171.92,8.30,0.72,64.12,0.36,13.98
3.35,-1.75,2.97,11.70,172.25,8.30,17.34,112.38,0.34,9.01
3.33,-1.39,2.06,12.05,172.22,9.30,66.76,285.78,0.09,3.28
3.52,-0.26,2.22,12.16,171.33,10.30,72.40,278.82,-0.09,2.68
3.73,0.48,3.12,11.05,171.23,9.80,21.50,175.34,-0.14,3.66
3.90,0.35,5.36,6.38,172.04,0.40,0,0.90,0.11,782.45
3.80,-0.44,3.68,10.88,171.37,3.60,0.18,34.62,0.37,24.20
3.44,-1.49,3.29,11.31,171.42,7.90,7.21,77.58,0.45,12.58
3.28,-1.71,2.38,11.72,171.54,8.70,41.56,199.80,0.12,4.95
3.43,-0.77,2.04,11.98,170.21,10.00,81.91,315.76,-0.15,2.61
3.64,0.31,2.52,11.97,171.62,9.60,44.68,223.86,-0.10,2.94
3.85,0.54,4.85,7.43,171.90,9.10,2.68,55.22,-0.07,11.86
3.93,0.01,4.69,8.77,170.86,0.40,0.05,3.66,0.16,210.82
3.62,-0.99,3.40,11.41,172.59,8.10,1.34,64.38,0.37,14.24
3.30,-1.82,2.91,11.49,172.06,8.00,19.63,117.06,0.30,8.66
3.32,-1.37,2.00,11.85,170.53,9.40,70.89,293.14,0.03,3.15
3.53,-0.23,2.27,11.82,172.16,10.00,67.99,263.72,-0.07,2.83
3.76,0.48,3.54,10.16,171.11,9.30,16.76,153.52,-0.11,4.21
3.80,-0.56,3.69,11.04,172.36,3.60,0.09,39.26,0.24,22.09
3.44,-1.56,3.23,11.40,171.34,8.00,8.61,80.10,0.29,12.34
3.32,-1.73,2.33,11.71,171.44,8.50,46.49,217.48,0.12,4.58
3.49,-0.70,2.07,11.86,171.94,10.00,79.96,306.48,-0.03,2.71
3.74,0.32,2.58,11.75,170.79,9.50,36.99,212.86,-0.04,3.16
3.98,0.46,5.20,6.76,171.44,8.40,0.64,28.38,-0.08,24.55
4.08,-0.04,4.11,10.12,172.31,2.30,0.24,22.48,0.06,36.46
3.72,-1.17,3.47,11.30,171.32,7.80,4.18,71.16,0.32,13.57
3.39,-1.86,2.67,11.62,171.62,8.10,30.45,158.02,0.14,6.57
3.47,-1.12,1.96,11.99,171.88,9.90,78.96,314.02,-0.18,2.90
3.71,0.02,2.39,11.94,170.73,9.70,53.04,232.56,-0.18,3.13
3.99,0.45,4.35,8.29,171.96,9.10,6.27,84.32,0.00,8.31
4.20,0.18,4.59,8.72,172.27,0.50,0.04,3.82,0.00,209.44
4.02,-0.83,3.53,11.25,170.63,7.90,1.42,63.52,0.29,15.03
3.65,-1.83,2.94,11.48,172.37,7.80,18.94,115.48,0.18,9.43
3.60,-1.46,2.06,11.95,172.05,9.30,68.71,291.86,-0.24,3.43
3.83,-0.54,2.25,11.97,170.19,10.00,63.25,260.44,-0.26,3.29
4.12,0.08,3.65,9.43,172.08,9.50,13.23,135.08,-0.05,5.93
4.55,-0.52,3.30,11.48,170.73,7.20,0.49,54.35,0.11,18.33
4.46,-1.34,3.13,11.36,172.07,8.00,14.10,97.70,0.24,11.78
4.41,-1.53,2.56,11.75,170.96,8.90,47.46,230.64,-0.06,5.07
4.43,-1.30,2.40,11.72,184.89,9.40,58.58,268.18,0.00,4.55
4.43,-1.22,2.52,11.80,217.96,9.40,59.40,273.64,-0.08,5.19
4.39,-1.30,2.52,11.86,217.66,9.30,61.34,278.34,-0.16,5.13
4.37,-1.17,2.36,11.95,216.39,9.50,71.52,315.06,-0.23,4.38
4.37,-0.88,2.35,12.00,217.96,9.60,82.78,338.82,-0.28,3.89
4.44,-0.40,2.32,11.94,218.13,9.70,68.43,304.94,-0.28,3.99
4.51,0.08,2.57,11.85,217.28,9.50,47.20,233.84,-0.23,4.75
4.59,0.38,2.88,11.84,218.47,9.10,26.95,158.56,-0.18,6.68
4.68,0.37,3.06,11.63,217.65,8.70,16.91,102.36,0.04,10.56
4.79,0.25,3.07,11.73,217.50,8.70,10.30,90.40,-0.02,12.60
4.95,0.05,3.17,11.79,217.99,8.60,3.32,74.02,0.01,16.63
5.14,-0.36,3.31,11.84,216.74,8.70,1.89,68.57,-0.04,20.04
5.17,-1.24,3.17,11.76,216.55,8.40,21.89,129.64,0.10,12.34
5.11,-1.58,2.59,11.90,181.43,9.10,51.78,246.64,0.08,5.67
5.15,-1.36,2.31,11.95,171.48,9.60,69.54,309.02,0.01,4.16
5.18,-1.16,2.47,11.97,195.14,9.70,72.11,317.52,0.01,4.49
5.17,-1.17,2.45,12.00,218.58,9.50,73.78,325.16,-0.01,4.92
5.16,-1.10,2.51,12.00,216.83,9.60,74.34,330.55,0.00,4.73
5.12,-1.12,2.43,12.02,218.57,9.40,75.61,332.20,-0.04,4.74
5.08,-1.10,2.50,12.10,218.67,9.60,76.11,334.06,-0.11,4.66
5.05,-1.10,2.42,12.12,216.46,9.60,78.23,332.20,-0.17,4.62
5.03,-1.05,2.44,12.15,219.54,9.70,79.91,333.82,-0.23,4.61
5.00,-1.00,2.49,12.15,218.29,9.80,80.66,337.06,-0.21,4.48
4.94,-0.93,2.43,12.10,218.43,9.60,82.32,337.24,-0.13,4.38
4.84,-0.90,2.54,12.26,218.88,9.80,82.69,335.44,-0.28,4.32
4.76,-0.84,2.46,11.93,218.86,9.70,86.77,336.60,0.01,4.19
4.75,-0.52,2.33,11.94,218.49,9.40,84.57,332.60,0.05,4.00
4.78,-0.17,2.49,11.90,218.39,9.60,63.35,287.88,-0.01,4.33
4.79,0.15,2.60,11.94,192.25,9.30,42.21,218.62,-0.04,4.70
4.87,0.45,2.83,11.89,173.65,9.20,26.61,163.49,-0.02,5.41
4.92,0.60,2.96,11.92,186.75,8.90,25.80,160.92,0.01,5.78
4.86,0.53,3.02,11.93,219.00,9.10,25.80,160.30,-0.01,6.82
4.79,0.45,3.02,11.94,218.82,8.80,25.80,161.16,-0.05,6.80
4.73,0.31,2.98,11.86,218.53,8.70,25.80,159.76,0.05,6.96
4.67,0.20,2.96,11.96,219.17,9.10,25.80,161.38,-0.06,7.00
4.63,0.14,2.93,11.96,217.50,9.00,25.80,161.48,-0.02,6.97
4.59,0.04,2.92,11.79,218.86,9.00,25.80,159.34,0.08,7.20
4.55,-0.09,2.94,11.95,219.32,8.90,25.80,161.58,-0.07,7.26
4.63,-0.07,2.82,11.83,216.75,9.20,25.80,159.08,0.08,7.38
4.69,-0.05,2.82,11.87,218.89,8.90,25.80,160.27,0.01,7.46
4.74,0.08,2.77,11.81,181.85,9.10,25.80,159.30,0.06,6.13
4.85,0.37,2.76,11.93,172.39,9.20,25.80,160.84,-0.04,5.53
4.93,0.50,2.96,11.88,195.39,9.10,25.80,160.02,0.05,6.24
4.94,0.52,2.94,11.95,218.90,8.90,25.80,161.10,-0.05,6.92
4.96,0.54,2.99,11.90,217.88,8.90,25.80,161.84,0.02,6.85
4.97,0.50,2.98,11.88,217.61,9.00,25.80,159.26,0.01,7.04
4.98,0.56,2.94,11.87,218.49,8.80,25.80,159.72,0.02,6.97
4.99,0.60,2.94,11.84,218.40,9.00,25.80,159.64,0.05,6.92
4.99,0.53,3.00,11.86,219.37,9.00,25.80,159.98,0.00,7.05
4.98,0.50,2.97,11.92,218.29,8.80,25.80,161.10,-0.02,7.00
4.96,0.40,2.94,11.88,218.80,8.90,25.80,160.84,-0.01,7.15
4.96,0.34,2.97,11.78,218.63,8.90,25.80,159.80,0.02,7.29
4.94,0.26,2.94,11.84,218.62,9.00,25.80,159.94,-0.03,7.37
4.95,0.32,2.80,11.84,182.93,9.10,25.80,160.71,-0.03,6.07
5.05,0.62,2.82,11.66,173.08,9.10,25.80,157.54,0.10,5.61
5.12,0.80,2.98,11.80,194.91,8.80,25.80,158.90,-0.01,6.10
5.08,0.80,3.03,11.75,218.94,8.90,25.80,158.54,0.04,6.81
5.02,0.67,3.06,11.85,219.16,8.60,25.80,159.60,-0.03,6.88
4.94,0.54,3.05,11.80,218.40,8.80,25.80,159.96,0.02,6.93
4.84,0.41,3.01,11.91,218.06,8.80,25.80,160.70,-0.04,6.94
4.74,0.22,2.98,11.79,219.33,9.00,25.80,158.60,0.02,7.20
4.68,0.05,2.95,11.82,219.09,8.70,25.80,159.16,0.02,7.35
4.63,-0.06,2.87,11.77,218.31,9.00,25.80,159.64,0.05,7.39
4.66,0.07,2.79,11.83,174.72,8.90,25.80,160.38,-0.02,5.77
4.75,0.33,2.79,11.80,173.52,9.00,25.80,159.49,0.00,5.54
4.79,0.40,2.97,11.90,202.09,8.80,25.80,159.60,0.01,6.41
4.76,0.40,2.93,11.86,219.44,9.10,25.80,160.80,-0.03,6.86
4.76,0.40,2.95,11.79,218.06,8.70,25.80,158.90,0.05,6.89
4.76,0.40,2.92,11.84,218.41,8.90,25.80,159.70,-0.03,6.88
4.79,0.40,2.92,11.86,217.97,8.80,25.80,159.36,-0.04,6.92
4.80,0.40,2.95,11.83,217.41,8.90,25.80,160.53,-0.01,6.88
4.79,0.39,2.98,11.73,217.38,8.80,25.80,158.84,0.06,6.94
4.74,0.30,2.96,11.82,218.61,8.80,25.80,159.12,-0.03,7.03
4.68,0.22,2.98,11.71,219.12,8.80,25.80,157.67,0.06,7.14
4.61,0.07,2.98,11.83,218.14,8.80,25.80,159.60,-0.07,7.16
4.60,0,2.91,11.71,218.79,8.80,25.80,157.98,0.06,7.35
4.59,-0.06,2.83,11.86,218.39,8.90,25.80,160.92,-0.10,7.28
4.63,0.09,2.74,11.67,184.89,9.10,25.80,159.06,0.06,6.08
4.70,0.31,2.86,11.79,172.99,8.90,25.80,160.29,-0.04,5.46
4.73,0.40,2.98,11.72,191.33,8.90,25.80,158.32,0.06,6.04
4.69,0.35,2.96,11.77,218.62,8.80,25.80,159.06,-0.03,6.88
4.64,0.28,2.93,11.72,219.33,8.80,25.80,158.26,0.05,6.96
4.61,0.24,2.91,11.76,217.83,8.80,25.80,159.16,-0.03,6.91
4.60,0.21,2.93,11.76,218.74,8.90,25.80,159.26,0.02,6.95
4.54,0.15,2.97,11.82,217.79,8.80,25.80,159.24,0.00,6.93
4.47,-0.03,2.97,11.75,218.70,9.00,25.80,159.14,0.01,7.12
4.39,-0.17,2.92,11.70,218.21,8.60,25.80,158.10,0.02,7.26
4.39,-0.28,2.84,11.72,219.70,8.90,25.80,158.44,-0.03,7.47
4.51,-0.20,2.77,11.66,215.67,9.00,25.80,157.73,0.06,7.42
4.52,-0.16,2.77,11.77,201.84,9.00,25.80,159.30,-0.07,6.82
4.60,0.06,2.74,11.68,173.81,8.90,25.80,157.16,0.05,5.80
4.68,0.28,2.87,11.87,175.92,9.00,25.80,160.70,-0.06,5.56
4.71,0.30,2.92,11.77,218.34,9.00,25.80,159.35,0.07,6.96
4.70,0.30,2.91,11.99,218.49,9.00,25.80,162.02,-0.12,6.84
4.79,0.20,2.88,11.99,221.11,9.00,25.80,161.38,-0.07,7.25
4.78,0.21,2.86,11.94,209.62,9.10,25.80,161.67,-0.08,6.84
4.86,0.39,2.83,11.76,171.47,9.10,25.80,158.96,0.13,5.56
4.92,0.63,2.89,11.97,172.32,9.10,25.80,161.86,-0.06,5.27
4.88,0.67,3.04,11.85,212.20,8.90,25.80,159.96,0.09,6.44
4.79,0.59,3.02,11.97,217.89,8.80,25.80,161.82,-0.05,6.51
4.70,0.49,3.01,11.87,219.98,8.80,25.80,160.02,0.06,6.68
4.59,0.34,3.05,11.96,218.57,9.00,25.80,162.08,-0.05,6.62
4.50,0.22,3.01,11.86,217.88,8.90,25.80,159.96,0.07,6.72
4.38,0.05,2.96,11.97,219.56,9.00,25.80,162.28,-0.09,6.75
4.25,-0.10,2.97,11.77,218.52,8.90,25.80,159.71,0.11,6.87
4.14,-0.28,2.94,11.88,218.08,8.90,25.80,160.17,-0.02,6.94
3.84,-0.90,2.77,11.66,173.17,8.90,25.80,157.13,0.08,6.03
3.80,-0.91,2.74,11.72,172.00,9.10,25.80,158.46,-0.02,5.89
3.73,-0.98,2.75,11.73,173.39,8.70,25.80,158.38,0.00,5.94
3.70,-0.93,2.73,11.79,172.65,9.00,25.80,159.76,-0.05,5.77
3.64,-1.03,2.80,11.64,209.88,8.80,25.80,157.73,0.08,7.15
3.64,-1.10,2.71,11.76,218.26,9.00,25.80,158.84,-0.08,7.51
3.73,-1.13,2.66,11.63,217.92,8.80,25.80,158.12,0.09,7.72
3.81,-1.05,2.61,11.80,187.95,9.00,25.80,158.90,-0.05,6.63
3.93,-0.83,2.63,11.65,172.32,9.10,25.80,158.26,0.11,5.97
4.02,-0.65,2.70,11.78,172.55,9.00,25.80,158.24,-0.02,5.87
4.09,-0.49,2.70,11.82,171.45,8.90,25.80,157.61,-0.03,5.75
4.15,-0.27,2.77,11.74,173.09,9.20,25.80,159.12,0.08,5.54
4.15,-0.30,2.89,11.90,201.21,9.00,25.80,159.12,-0.08,6.48
4.09,-0.37,2.83,11.86,217.11,9.00,25.80,160.45,-0.01,6.95
4.09,-0.38,2.79,11.76,218.42,9.00,25.80,158.94,0.03,7.09
4.16,-0.36,2.85,11.79,217.70,8.90,25.80,160.61,0.01,7.06
